activity_period,activity_type_code,boarding_area,geo_region,geo_summary,operating_airline,operating_airline_iata_code,passenger_count,price_category_code,published_airline,published_airline_iata_code,terminal
200603,Enplaned,A,Asia,International,Northwest Airlines,NW,7139,Other,Northwest Airlines,NW,International
200603,Deplaned,A,Asia,International,Philippine Airlines,PR,10820,Other,Philippine Airlines,PR,International
200603,Enplaned,A,Asia,International,Philippine Airlines,PR,8894,Other,Philippine Airlines,PR,International
200603,Deplaned,A,Australia / Oceania,International,Qantas Airways,QF,520,Other,Qantas Airways,QF,International
200603,Enplaned,A,Australia / Oceania,International,Qantas Airways,QF,567,Other,Qantas Airways,QF,International
200603,Deplaned,G,Asia,International,Singapore Airlines,SQ,16180,Other,Singapore Airlines,SQ,International
200603,Enplaned,G,Asia,International,Singapore Airlines,SQ,14264,Other,Singapore Airlines,SQ,International
200603,Deplaned,C,US,Domestic,SkyWest Airlines,OO,3582,Other,Delta Air Lines,DL,Terminal 1
200603,Enplaned,C,US,Domestic,SkyWest Airlines,OO,3084,Other,Delta Air Lines,DL,Terminal 1
200603,Deplaned,F,US,Domestic,SkyWest Airlines,OO,106655,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200603,Enplaned,F,US,Domestic,SkyWest Airlines,OO,105159,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200603,Deplaned,F,Canada,International,SkyWest Airlines,OO,5111,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200603,Enplaned,F,Canada,International,SkyWest Airlines,OO,5091,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200603,Deplaned,B,US,Domestic,Sun Country Airlines,SY,3719,Low Fare,Sun Country Airlines,SY,Terminal 1
200603,Enplaned,B,US,Domestic,Sun Country Airlines,SY,3176,Low Fare,Sun Country Airlines,SY,Terminal 1
200603,Deplaned,G,Central America,International,TACA,TA,4436,Other,TACA,TA,International
